,property_type,place_name,state_name,price_aprox_usd,surface_covered_in_m2,ambientes,baños,balcón,cochera,parrilla,pileta,amoblado,lavadero,patio,terraza,jardin
4088,apartment,San Martín,Bs.As. G.B.A. Zona Norte,65000.0,50.0,1.0,1.0,0,0,1,0,0,0,1,0,0
4089,house,Villa Bosch,Bs.As. G.B.A. Zona Oeste,210000.0,180.0,4.0,1.0,0,1,0,0,0,1,0,0,0
4090,house,Tigre,Bs.As. G.B.A. Zona Norte,650000.0,210.0,3.0,1.0,0,0,1,0,0,1,0,0,1
4091,apartment,Recoleta,Capital Federal,118179.0,43.0,1.0,1.0,0,0,0,0,0,0,0,1,0
4092,apartment,Acassuso,Bs.As. G.B.A. Zona Norte,248000.0,85.0,1.0,1.0,1,1,1,0,0,0,0,1,0
4093,house,Capital Federal,Capital Federal,410000.0,194.0,1.0,1.0,0,0,1,1,0,1,0,0,0
4094,house,Benavidez,Bs.As. G.B.A. Zona Norte,410000.0,267.0,1.0,1.0,0,0,0,1,0,1,0,0,0
4095,house,San Fernando,Bs.As. G.B.A. Zona Norte,640000.0,225.0,1.0,1.0,0,0,1,1,0,1,0,0,0
4096,house,Capital Federal,Capital Federal,960000.0,380.0,1.0,1.0,0,0,0,1,0,1,0,0,0
4097,house,Beccar,Bs.As. G.B.A. Zona Norte,495000.0,300.0,1.0,1.0,0,1,0,0,0,1,0,0,0
4098,apartment,Capital Federal,Capital Federal,245000.0,50.0,1.0,1.0,0,1,1,1,0,0,0,0,1
4099,house,Martínez,Bs.As. G.B.A. Zona Norte,340000.0,272.0,1.0,1.0,1,1,1,0,0,1,1,1,1
4100,apartment,Tigre,Bs.As. G.B.A. Zona Norte,125000.0,65.0,1.0,1.0,1,1,1,1,0,0,0,1,0
4101,house,Benavidez,Bs.As. G.B.A. Zona Norte,395000.0,300.0,1.0,1.0,0,1,1,1,0,1,1,0,0
4102,apartment,Tigre,Bs.As. G.B.A. Zona Norte,150000.0,72.0,1.0,1.0,0,1,1,1,0,1,0,0,0
4103,house,Olivos,Bs.As. G.B.A. Zona Norte,215000.0,138.0,1.0,1.0,0,0,1,0,0,0,1,0,0
4104,house,Acassuso,Bs.As. G.B.A. Zona Norte,560000.0,283.0,1.0,1.0,0,1,1,1,0,1,1,0,0
4105,house,Acassuso,Bs.As. G.B.A. Zona Norte,450000.0,335.0,1.0,1.0,1,0,1,1,0,0,0,0,0
4106,house,Martínez,Bs.As. G.B.A. Zona Norte,890000.0,490.0,1.0,1.0,0,1,0,1,0,1,0,1,0
4107,house,Capital Federal,Capital Federal,1200000.0,450.0,1.0,1.0,0,1,0,1,0,0,0,0,0
4108,house,Benavidez,Bs.As. G.B.A. Zona Norte,420000.0,160.0,1.0,1.0,0,0,0,1,0,0,0,0,1
4109,house,Acassuso,Bs.As. G.B.A. Zona Norte,480000.0,300.0,1.0,1.0,1,1,1,1,0,1,0,0,1
4110,house,Capital Federal,Capital Federal,325000.0,200.0,1.0,1.0,0,0,1,1,0,1,0,0,1
4111,apartment,Victoria,Bs.As. G.B.A. Zona Norte,125000.0,46.0,2.0,1.0,0,1,0,0,0,1,0,0,0
4112,house,Benavidez,Bs.As. G.B.A. Zona Norte,460000.0,216.0,1.0,1.0,0,1,1,1,0,1,1,0,1
4113,house,Capital Federal,Capital Federal,980000.0,500.0,1.0,1.0,1,1,0,1,0,1,0,0,1
4114,house,Capital Federal,Capital Federal,760000.0,400.0,1.0,1.0,0,1,1,1,0,1,0,0,1
4115,house,Nordelta,Bs.As. G.B.A. Zona Norte,1350000.0,450.0,1.0,1.0,0,0,1,1,0,1,0,0,0
4116,house,Martínez,Bs.As. G.B.A. Zona Norte,590000.0,450.0,1.0,1.0,0,1,1,1,0,1,0,0,1
4117,house,San Isidro,Bs.As. G.B.A. Zona Norte,235000.0,121.0,1.0,1.0,0,1,0,0,0,1,0,1,0
4118,PH,San Isidro,Bs.As. G.B.A. Zona Norte,235000.0,121.0,1.0,1.0,0,1,0,0,0,1,0,1,0
4119,house,Acassuso,Bs.As. G.B.A. Zona Norte,450000.0,335.0,1.0,1.0,1,0,1,1,0,0,0,0,0
4120,house,Moreno,Bs.As. G.B.A. Zona Oeste,36454.38,200.0,1.0,1.0,0,0,1,0,0,1,0,0,0
4121,house,Moreno,Bs.As. G.B.A. Zona Oeste,160000.0,130.0,1.0,1.0,0,0,1,1,0,1,0,0,1
4122,apartment,San Miguel,Bs.As. G.B.A. Zona Norte,75000.0,40.0,2.0,1.0,1,0,0,0,0,0,0,0,0
4123,house,San Martín,Bs.As. G.B.A. Zona Norte,92000.0,100.0,1.0,1.0,0,1,1,0,0,1,0,1,0
4124,apartment,Palermo Soho,Capital Federal,340000.0,80.0,1.0,1.0,1,0,1,0,0,0,0,1,0
4125,house,Bella Vista,Bs.As. G.B.A. Zona Norte,490000.0,290.0,5.0,1.0,0,1,0,1,0,1,0,0,0
4126,house,Acassuso,Bs.As. G.B.A. Zona Norte,480000.0,300.0,4.0,1.0,1,1,1,1,0,1,0,0,1
4127,house,Acassuso,Bs.As. G.B.A. Zona Norte,390000.0,236.0,5.0,1.0,0,1,1,0,0,1,1,0,0
4128,apartment,Barracas,Capital Federal,235000.0,81.0,3.0,1.0,1,0,0,0,0,0,0,1,0
4129,apartment,Caseros,Bs.As. G.B.A. Zona Oeste,84000.0,60.0,3.0,1.0,1,0,0,0,0,1,0,0,0
4130,apartment,Olivos,Bs.As. G.B.A. Zona Norte,210000.0,55.0,2.0,1.0,1,1,0,1,0,0,0,0,0
4131,PH,Paternal,Capital Federal,105000.0,93.0,4.0,1.0,0,0,0,0,0,0,1,0,0
4132,apartment,Recoleta,Capital Federal,430000.0,185.0,7.0,1.0,1,1,0,0,0,0,1,0,0
4133,apartment,Palermo,Capital Federal,135000.0,34.0,1.0,1.0,0,1,1,1,0,0,0,0,0
4134,apartment,Pilar,Bs.As. G.B.A. Zona Norte,85000.0,85.0,2.0,1.0,1,0,1,1,0,0,0,0,0
4135,apartment,Pilar,Bs.As. G.B.A. Zona Norte,105000.0,44.0,2.0,1.0,0,1,1,1,0,0,0,1,0
4136,apartment,Pilar,Bs.As. G.B.A. Zona Norte,120000.0,50.0,3.0,1.0,0,0,0,0,0,0,0,0,0
4137,house,Nordelta,Bs.As. G.B.A. Zona Norte,790000.0,220.0,1.0,1.0,1,1,1,1,0,1,0,0,1
4138,apartment,Belgrano,Capital Federal,208000.0,55.0,3.0,1.0,1,1,1,1,0,0,0,0,0
4139,house,Nordelta,Bs.As. G.B.A. Zona Norte,720000.0,250.0,1.0,1.0,1,0,0,1,0,0,0,1,0
4140,house,Nordelta,Bs.As. G.B.A. Zona Norte,1099000.0,440.0,1.0,1.0,0,1,1,1,0,1,0,1,0
4141,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,210000.0,60.0,3.0,2.0,0,1,1,1,0,0,0,0,1
4142,apartment,Almagro,Capital Federal,240000.0,48.0,2.0,2.0,1,0,1,0,0,0,0,1,0
4143,PH,Almagro,Capital Federal,92000.0,31.0,1.0,1.0,0,0,0,0,0,1,0,0,0
4144,apartment,Recoleta,Capital Federal,900000.0,280.0,6.0,1.0,0,1,0,1,0,0,0,0,0
4145,apartment,Recoleta,Capital Federal,590000.0,175.0,6.0,1.0,1,1,0,0,0,0,0,1,0
4146,house,Nordelta,Bs.As. G.B.A. Zona Norte,420000.0,227.0,1.0,1.0,0,1,1,1,0,1,0,0,0
4147,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,139000.0,45.0,2.0,1.0,1,1,1,1,0,0,0,0,0
4148,apartment,Villa Crespo,Capital Federal,169000.0,62.0,3.0,1.0,0,1,0,0,0,0,0,0,0
4149,house,Martínez,Bs.As. G.B.A. Zona Norte,450000.0,333.0,1.0,1.0,1,0,1,1,0,0,0,0,0
4150,apartment,San Nicolás,Capital Federal,145000.0,66.0,3.0,1.0,0,0,0,0,0,1,0,1,0
4151,apartment,Balvanera,Capital Federal,145000.0,66.0,3.0,1.0,0,0,0,0,0,1,0,1,0
4152,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,128000.0,50.0,1.0,1.0,0,0,0,0,0,0,0,0,0
4153,house,Martínez,Bs.As. G.B.A. Zona Norte,890000.0,490.0,1.0,1.0,0,1,0,1,0,0,0,1,0
4154,apartment,Flores,Capital Federal,69000.0,32.0,2.0,1.0,1,0,0,0,0,0,0,0,0
4155,apartment,Recoleta,Capital Federal,665000.0,110.0,3.0,1.0,0,1,0,0,0,0,0,0,0
4156,house,Mataderos,Capital Federal,195000.0,160.0,1.0,1.0,0,1,0,0,0,0,0,1,0
4157,apartment,Villa del Parque,Capital Federal,90000.0,42.0,2.0,1.0,0,0,1,1,0,0,0,0,0
4158,house,City Bell,Bs.As. G.B.A. Zona Sur,170000.0,76.0,1.0,1.0,0,1,1,0,0,0,0,0,0
4159,apartment,Haedo,Bs.As. G.B.A. Zona Oeste,80000.0,43.0,2.0,1.0,1,1,0,0,0,1,0,0,0
4160,apartment,Villa Crespo,Capital Federal,125000.0,72.0,1.0,1.0,0,0,0,0,0,1,0,0,0
4161,apartment,Villa Urquiza,Capital Federal,225000.0,78.0,1.0,1.0,1,1,0,0,0,1,0,1,0
4162,house,Castelar,Bs.As. G.B.A. Zona Oeste,300000.0,100.0,1.0,2.0,0,1,1,0,0,1,1,0,0
4163,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,130000.0,98.0,4.0,1.0,1,0,0,0,0,1,1,0,0
4164,house,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,250000.0,370.0,3.0,1.0,0,0,0,0,0,0,0,0,0
4165,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,75000.0,40.0,2.0,1.0,0,0,0,0,0,1,1,0,0
4166,apartment,Haedo,Bs.As. G.B.A. Zona Oeste,103000.0,45.0,2.0,1.0,1,1,0,0,0,0,0,0,0
4167,house,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,215000.0,163.0,4.0,1.0,0,1,0,0,0,1,1,1,0
4168,apartment,Haedo,Bs.As. G.B.A. Zona Oeste,75000.0,43.0,2.0,1.0,1,0,0,0,0,0,0,0,0
4169,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,125000.0,45.0,2.0,1.0,0,1,0,0,0,0,0,0,0
4170,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,65000.0,37.0,2.0,1.0,1,0,0,0,0,0,0,0,0
4171,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,75000.0,40.0,2.0,1.0,0,0,0,0,0,0,0,0,0
4172,house,Villa Luzuriaga,Bs.As. G.B.A. Zona Oeste,110000.0,65.0,4.0,1.0,0,0,0,0,0,0,1,0,0
4173,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,85000.0,75.0,3.0,1.0,1,1,0,0,0,0,0,0,0
4174,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,164000.0,80.0,3.0,1.0,1,1,0,0,0,1,0,0,0
4175,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,90000.0,50.0,2.0,1.0,1,1,1,0,0,0,0,0,0
4176,house,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,180000.0,100.0,4.0,1.0,0,1,0,0,0,0,1,0,0
4177,house,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,450000.0,280.0,4.0,1.0,0,1,0,1,0,0,0,1,0
4178,house,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,230000.0,120.0,3.0,1.0,0,1,0,0,0,1,0,0,0
4179,house,Villa Luzuriaga,Bs.As. G.B.A. Zona Oeste,130000.0,70.0,3.0,1.0,0,1,0,0,0,0,0,0,0
4180,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,130000.0,52.0,2.0,1.0,0,0,0,1,0,0,0,0,0
4181,apartment,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,75000.0,33.0,2.0,1.0,0,0,0,0,0,0,0,0,0
4182,house,Villa Sarmiento,Bs.As. G.B.A. Zona Oeste,165000.0,193.0,4.0,1.0,0,1,1,0,0,1,1,0,0
4183,house,Villa Sarmiento,Bs.As. G.B.A. Zona Oeste,215000.0,165.0,5.0,1.0,0,1,0,0,0,1,0,1,0
4184,apartment,Capital Federal,Capital Federal,80000.0,38.0,2.0,1.0,0,0,0,0,0,0,1,0,0
4185,house,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,360000.0,180.0,4.0,1.0,0,1,1,1,0,1,0,1,0
4186,house,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,450000.0,200.0,5.0,1.0,1,1,0,0,0,0,0,1,1
4187,house,Ramos Mejía,Bs.As. G.B.A. Zona Oeste,230000.0,160.0,4.0,1.0,0,1,1,0,0,1,0,0,1
4188,house,Villa Luzuriaga,Bs.As. G.B.A. Zona Oeste,150000.0,100.0,4.0,1.0,0,1,0,0,0,1,0,0,0
4189,apartment,San Justo,Bs.As. G.B.A. Zona Oeste,120000.0,56.0,3.0,1.0,0,0,0,0,0,0,0,0,0
4190,apartment,San Justo,Bs.As. G.B.A. Zona Oeste,60000.0,50.0,3.0,1.0,0,0,0,0,0,0,0,1,0
4191,apartment,Avellaneda,Bs.As. G.B.A. Zona Sur,70000.0,58.0,1.0,1.0,0,0,0,0,0,0,0,0,0
4192,apartment,Villa Luzuriaga,Bs.As. G.B.A. Zona Oeste,90000.0,43.0,2.0,1.0,0,1,0,0,0,1,0,0,0
4193,house,Villa Luzuriaga,Bs.As. G.B.A. Zona Oeste,140000.0,80.0,4.0,1.0,1,1,1,1,0,0,1,0,0
4194,house,Haedo,Bs.As. G.B.A. Zona Oeste,260000.0,250.0,5.0,1.0,0,1,0,1,0,0,0,0,0
4195,house,Haedo,Bs.As. G.B.A. Zona Oeste,330000.0,250.0,4.0,1.0,0,1,0,0,0,0,0,0,0
4196,apartment,Flores,Capital Federal,77000.0,39.0,1.0,1.0,1,0,1,1,0,0,0,0,0
4197,apartment,Saavedra,Capital Federal,83640.0,38.0,1.0,1.0,1,1,0,0,0,0,0,0,0
4198,apartment,Palermo,Capital Federal,110000.0,38.0,2.0,1.0,1,0,0,0,0,1,0,0,0
4199,apartment,Palermo,Capital Federal,165000.0,58.0,4.0,1.0,1,0,0,0,0,1,0,0,0
4200,apartment,Pilar,Bs.As. G.B.A. Zona Norte,135000.0,130.0,3.0,1.0,0,1,1,1,0,1,0,0,0
4201,apartment,Belgrano,Capital Federal,142000.0,40.0,2.0,1.0,0,1,0,0,0,1,0,0,0
4202,PH,Florida,Bs.As. G.B.A. Zona Norte,122000.0,36.0,2.0,1.0,0,0,1,0,0,0,0,1,0
4203,apartment,Recoleta,Capital Federal,515000.0,137.0,3.0,1.0,1,1,0,0,0,0,0,0,0
4204,house,Belén de Escobar,Bs.As. G.B.A. Zona Norte,239000.0,20.0,6.0,1.0,0,1,1,1,0,1,0,0,0
4205,apartment,Belgrano,Capital Federal,105000.0,32.0,1.0,1.0,1,1,0,0,0,0,0,0,0
4206,apartment,San Telmo,Capital Federal,130000.0,55.0,3.0,1.0,0,0,0,0,0,0,0,0,0
4207,apartment,Almagro,Capital Federal,153000.0,64.0,3.0,1.0,1,0,0,0,0,1,0,0,0
4208,house,Temperley,Bs.As. G.B.A. Zona Sur,229000.0,140.0,4.0,1.0,0,1,1,0,0,1,0,0,0
4209,house,Quilmes,Bs.As. G.B.A. Zona Sur,138000.0,119.0,3.0,1.0,0,1,1,0,0,1,0,1,0
4210,apartment,Recoleta,Capital Federal,206000.0,96.0,4.0,1.0,1,0,0,0,0,1,0,0,0
4211,apartment,Villa del Parque,Capital Federal,96000.0,50.0,1.0,1.0,0,0,0,0,0,0,1,0,0
4212,house,Tigre,Bs.As. G.B.A. Zona Norte,420000.0,210.0,2.0,1.0,0,0,0,0,0,0,0,0,0
4213,house,Escobar,Bs.As. G.B.A. Zona Norte,195000.0,150.0,3.0,1.0,0,1,1,1,0,1,0,0,0
4214,house,Tigre,Bs.As. G.B.A. Zona Norte,590000.0,320.0,5.0,1.0,0,0,1,1,0,0,0,0,1
4215,house,Victoria,Bs.As. G.B.A. Zona Norte,240000.0,185.0,1.0,1.0,0,0,0,0,0,0,1,0,1
4216,house,Benavidez,Bs.As. G.B.A. Zona Norte,700000.0,400.0,1.0,1.0,1,1,1,1,0,1,0,1,0
4217,house,Rincón de Milberg,Bs.As. G.B.A. Zona Norte,550000.0,300.0,1.0,1.0,0,1,1,1,0,0,1,0,0
4218,house,Benavidez,Bs.As. G.B.A. Zona Norte,570000.0,265.0,1.0,1.0,1,0,1,1,0,1,1,1,0
4219,house,Benavidez,Bs.As. G.B.A. Zona Norte,455000.0,220.0,1.0,1.0,0,0,1,1,0,1,0,0,0
4220,PH,Belgrano,Capital Federal,470000.0,148.0,1.0,1.0,0,1,1,0,0,1,0,0,1
4221,house,San Isidro,Bs.As. G.B.A. Zona Norte,320000.0,245.0,1.0,1.0,0,0,1,0,0,1,0,0,0
4222,apartment,San Fernando,Bs.As. G.B.A. Zona Norte,107000.0,42.0,1.0,1.0,0,0,0,0,0,0,0,0,0
4223,house,Victoria,Bs.As. G.B.A. Zona Norte,315000.0,116.0,1.0,1.0,0,0,1,0,0,1,0,0,1
4224,apartment,Martínez,Bs.As. G.B.A. Zona Norte,275000.0,80.0,1.0,1.0,0,1,0,1,0,0,0,0,1
4225,house,Benavidez,Bs.As. G.B.A. Zona Norte,388000.0,180.0,1.0,1.0,0,1,1,1,0,0,1,0,0
4226,apartment,Martínez,Bs.As. G.B.A. Zona Norte,275000.0,80.0,1.0,1.0,0,1,0,1,0,0,0,0,1
4227,apartment,Martínez,Bs.As. G.B.A. Zona Norte,275000.0,80.0,1.0,1.0,0,1,0,1,0,0,0,0,1
4228,house,Nordelta,Bs.As. G.B.A. Zona Norte,910000.0,342.0,1.0,1.0,0,0,1,0,0,1,0,1,0
4229,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,275000.0,53.0,2.0,1.0,0,1,0,1,0,0,0,1,0
4230,apartment,Capital Federal,Capital Federal,250000.0,100.0,1.0,1.0,0,1,1,0,0,0,0,1,0
4231,house,Belén de Escobar,Bs.As. G.B.A. Zona Norte,250000.0,143.0,1.0,1.0,0,0,1,0,0,1,0,0,0
4232,house,Belén de Escobar,Bs.As. G.B.A. Zona Norte,255000.0,150.0,1.0,1.0,0,1,1,0,0,1,0,0,0
4233,house,Martínez,Bs.As. G.B.A. Zona Norte,550000.0,490.0,1.0,1.0,0,1,1,1,0,1,0,1,1
4234,house,Beccar,Bs.As. G.B.A. Zona Norte,530000.0,200.0,1.0,1.0,0,0,0,1,0,1,0,0,0
4235,apartment,Recoleta,Capital Federal,185000.0,73.0,2.0,2.0,1,0,0,0,0,0,0,1,0
4236,apartment,Mataderos,Capital Federal,67000.0,35.0,1.0,1.0,0,0,0,0,0,0,0,0,0
4237,apartment,Mataderos,Capital Federal,58000.0,34.0,1.0,1.0,1,0,0,0,0,0,1,0,0
4238,apartment,Villa Luro,Capital Federal,98000.0,36.0,2.0,1.0,1,0,0,0,0,0,0,1,0
4239,PH,Caseros,Bs.As. G.B.A. Zona Oeste,65000.0,37.0,2.0,1.0,0,0,0,0,0,0,0,1,0
4240,apartment,Barrio Norte,Capital Federal,410000.0,74.0,2.0,1.0,1,0,0,1,0,0,0,1,1
4241,apartment,Recoleta,Capital Federal,410000.0,74.0,2.0,1.0,1,0,0,1,0,0,0,1,1
4242,apartment,Puerto Madero,Capital Federal,1350000.0,195.0,5.0,1.0,0,1,0,1,0,1,0,0,0
4243,apartment,Recoleta,Capital Federal,430000.0,95.0,3.0,1.0,1,1,0,0,0,0,0,0,0
4244,apartment,Recoleta,Capital Federal,410000.0,96.0,3.0,1.0,1,1,0,1,0,0,0,1,0
4245,apartment,Belgrano,Capital Federal,195000.0,73.0,3.0,1.0,1,1,0,0,0,1,0,0,0
4246,apartment,Puerto Madero,Capital Federal,2350000.0,188.0,5.0,1.0,1,1,1,1,0,1,0,1,1
4247,apartment,Puerto Madero,Capital Federal,2350000.0,188.0,5.0,1.0,1,1,1,1,0,1,0,1,1
4248,apartment,Puerto Madero,Capital Federal,2350000.0,188.0,5.0,1.0,1,1,1,1,0,1,0,1,1
4249,apartment,Puerto Madero,Capital Federal,2350000.0,188.0,5.0,1.0,1,1,1,1,0,1,0,1,1
4250,house,Pilar,Bs.As. G.B.A. Zona Norte,270000.0,200.0,1.0,1.0,0,0,1,1,0,1,0,0,1
4251,house,Pilar,Bs.As. G.B.A. Zona Norte,245000.0,160.0,1.0,1.0,0,0,1,1,0,1,0,0,1
4252,house,Pilar,Bs.As. G.B.A. Zona Norte,250000.0,298.0,1.0,1.0,0,1,1,0,0,1,0,0,0
4253,house,Pilar,Bs.As. G.B.A. Zona Norte,215000.0,155.0,1.0,1.0,1,0,0,0,0,0,0,0,0
4254,house,Pilar,Bs.As. G.B.A. Zona Norte,245000.0,210.0,1.0,1.0,0,1,1,1,0,1,0,0,0
4255,house,Pilar,Bs.As. G.B.A. Zona Norte,240000.0,190.0,1.0,1.0,0,0,1,1,0,1,0,0,1
4256,apartment,Palermo,Capital Federal,465000.0,142.0,6.0,1.0,1,1,0,0,0,1,0,0,0
4257,house,Escobar,Bs.As. G.B.A. Zona Norte,255000.0,150.0,1.0,1.0,0,1,1,0,0,1,0,0,0
4258,house,Escobar,Bs.As. G.B.A. Zona Norte,255000.0,150.0,1.0,1.0,0,1,1,0,0,1,0,0,0
4259,house,Escobar,Bs.As. G.B.A. Zona Norte,250000.0,143.0,1.0,1.0,0,0,1,0,0,1,0,0,0
4260,apartment,Villa Urquiza,Capital Federal,115000.0,46.0,2.0,1.0,0,0,0,0,0,0,0,0,0
4261,house,San Fernando,Bs.As. G.B.A. Zona Norte,480000.0,389.0,1.0,1.0,0,0,0,0,0,0,0,0,0
4262,apartment,Barrio Norte,Capital Federal,159000.0,51.0,3.0,1.0,0,0,0,0,0,1,0,0,0
4263,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,189000.0,51.0,2.0,1.0,1,1,1,1,0,0,0,0,0
4264,house,Barrio Norte,Capital Federal,420000.0,300.0,1.0,1.0,1,0,1,1,0,1,0,1,0
4265,PH,Liniers,Capital Federal,140000.0,61.0,3.0,1.0,1,0,0,0,0,0,0,1,0
4266,apartment,Puerto Madero,Capital Federal,1300000.0,160.0,3.0,1.0,1,1,0,1,0,1,0,1,0
4267,apartment,Belgrano,Capital Federal,239000.0,100.0,4.0,1.0,1,1,0,1,0,1,0,0,0
4268,apartment,Recoleta,Capital Federal,560000.0,136.0,5.0,2.0,0,1,0,0,0,0,0,0,0
4269,apartment,Recoleta,Capital Federal,420000.0,135.0,5.0,2.0,0,0,0,0,0,0,0,0,0
4270,apartment,Balvanera,Capital Federal,245000.0,145.0,4.0,1.0,0,0,0,0,0,0,0,0,0
4271,house,Benavidez,Bs.As. G.B.A. Zona Norte,190000.0,190.0,1.0,1.0,0,0,1,0,0,0,0,0,0
4272,house,Escobar,Bs.As. G.B.A. Zona Norte,250000.0,143.0,1.0,1.0,0,0,1,0,0,1,0,0,0
4273,apartment,Caballito,Capital Federal,88000.0,29.0,1.0,1.0,0,0,0,1,0,0,0,0,0
4274,apartment,Recoleta,Capital Federal,540000.0,110.0,4.0,1.0,1,1,0,0,0,0,0,0,0
4275,apartment,Belgrano,Capital Federal,205000.0,84.0,3.0,1.0,1,0,0,0,0,0,0,0,1
4276,house,Berazategui,Bs.As. G.B.A. Zona Sur,400000.0,300.0,1.0,1.0,0,0,1,1,0,1,0,0,0
4277,apartment,Caballito,Capital Federal,129000.0,63.0,3.0,1.0,1,0,0,0,0,1,0,1,0
4278,house,Tigre,Bs.As. G.B.A. Zona Norte,385000.0,248.0,1.0,1.0,0,0,0,1,0,0,0,1,0
4279,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,245000.0,73.0,3.0,2.0,1,1,1,0,0,0,0,1,0
4280,apartment,Nuñez,Capital Federal,128000.0,40.0,3.0,1.0,1,0,0,0,0,0,0,0,0
4281,apartment,Barracas,Capital Federal,98000.0,50.0,2.0,1.0,0,0,0,0,0,0,0,0,0
4282,apartment,Pilar,Bs.As. G.B.A. Zona Norte,69000.0,44.0,2.0,1.0,1,1,0,0,0,0,0,0,0
4283,apartment,Liniers,Capital Federal,70000.0,39.0,2.0,1.0,0,1,0,0,0,0,0,0,0
4284,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,185000.0,65.0,3.0,1.0,1,1,1,1,0,1,0,0,0
4285,house,Belgrano,Capital Federal,1600000.0,600.0,1.0,2.0,0,1,0,0,0,1,1,1,0
4286,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,220000.0,77.0,3.0,1.0,1,1,1,1,0,1,0,0,0
4287,apartment,Nordelta,Bs.As. G.B.A. Zona Norte,220000.0,77.0,3.0,1.0,1,1,1,1,0,1,0,0,0
4288,apartment,Nuñez,Capital Federal,347000.0,86.0,3.0,1.0,1,1,0,1,0,1,0,1,0
4289,apartment,Puerto Madero,Capital Federal,920000.0,150.0,4.0,1.0,0,1,0,0,0,1,0,0,0
4290,apartment,Belgrano,Capital Federal,150000.0,51.0,2.0,1.0,1,1,1,1,0,0,0,1,0
4291,apartment,Caballito,Capital Federal,87000.0,40.0,1.0,1.0,0,0,0,0,0,0,0,0,0
4292,house,Ituzaingó,Bs.As. G.B.A. Zona Oeste,120000.0,80.0,1.0,1.0,0,1,0,0,0,1,0,0,0
4293,apartment,Barrio Norte,Capital Federal,219000.0,75.0,1.0,2.0,0,0,0,0,0,1,1,0,0
4294,apartment,Palermo,Capital Federal,219000.0,75.0,1.0,2.0,0,0,0,0,0,1,1,0,0
4295,apartment,Avellaneda,Bs.As. G.B.A. Zona Sur,67000.0,57.0,1.0,1.0,0,0,0,0,0,0,1,0,0
4296,apartment,Avellaneda,Bs.As. G.B.A. Zona Sur,65000.0,43.0,2.0,1.0,1,0,0,0,0,0,0,0,0
4297,PH,Villa Sarmiento,Bs.As. G.B.A. Zona Oeste,135000.0,120.0,1.0,1.0,1,0,0,0,0,1,1,1,0
4298,apartment,Lanús Oeste,Bs.As. G.B.A. Zona Sur,172000.0,70.0,1.0,1.0,1,0,0,0,0,1,0,0,0
4299,PH,Parque Patricios,Capital Federal,110000.0,135.0,3.0,1.0,0,0,0,0,0,1,1,1,0
4300,apartment,Belgrano,Capital Federal,189000.0,74.0,3.0,1.0,1,0,0,0,0,0,0,1,0
4301,apartment,Barracas,Capital Federal,135000.0,65.0,3.0,1.0,0,1,0,0,0,0,1,0,1
4302,apartment,Villa Crespo,Capital Federal,178177.84,65.0,3.0,1.0,1,0,1,0,0,0,0,0,0
4303,apartment,Caballito,Capital Federal,280300.0,115.0,4.0,1.0,0,1,0,0,0,0,0,0,0
4304,apartment,Belgrano,Capital Federal,297000.0,92.0,4.0,1.0,1,1,0,0,0,1,1,0,0
4305,apartment,Belgrano,Capital Federal,180000.0,65.0,3.0,1.0,0,0,0,0,0,1,0,0,0
4306,apartment,Villa Crespo,Capital Federal,145000.0,65.0,3.0,1.0,0,1,0,0,0,1,1,0,0
4307,apartment,Castelar,Bs.As. G.B.A. Zona Oeste,115000.0,38.0,1.0,1.0,0,1,1,0,0,0,0,1,0
4308,apartment,Capital Federal,Capital Federal,295000.0,96.0,1.0,1.0,0,1,1,1,0,1,0,0,0
4309,house,Benavidez,Bs.As. G.B.A. Zona Norte,427000.0,250.0,1.0,1.0,0,0,0,0,0,1,0,1,0
4310,house,Capital Federal,Capital Federal,960000.0,370.0,1.0,1.0,0,1,0,1,0,1,0,0,0
4311,house,Boulogne Sur Mer,Bs.As. G.B.A. Zona Norte,115000.0,158.0,1.0,1.0,0,1,1,1,0,1,1,1,0
